simulation_index,simulation_directory,time_to_onc,T_before_onc,T_after_onc,detection_node
686,onc_0686,2438,1380,1067,heated
687,onc_0687,2309,1254,809.5,heated
688,onc_0688,2293,1235,801.5,heated
689,onc_0689,3361,1067,888,heated
690,onc_0690,1920,1415,944,heated
691,onc_0691,1868,1395,958.5,heated
692,onc_0692,2031,1145,883,heated
693,onc_0693,2360,963.5,643,heated
694,onc_0694,2053,1264,1183,unheated
695,onc_0695,1887,1462,998.5,heated
696,onc_0696,2275,1086,702.5,heated
697,onc_0697,1404,1396,890.5,heated
698,onc_0698,2256,1279,819,heated
699,onc_0699,2810,1160,1110,unheated
700,onc_0700,2693,913.5,606,heated
701,onc_0701,3550,1040,793.5,heated
702,onc_0702,1961,1154,826.5,heated
703,onc_0703,2337,1421,1139,heated
704,onc_0704,4532,903,615,heated
705,onc_0705,3547,989.5,820.5,heated
706,onc_0706,2201,1231,807,heated
707,onc_0707,2611,1264,870,heated
708,onc_0708,2185,1296,842,heated
709,onc_0709,1696,1259,830,heated
710,onc_0710,2568,1273,971.5,heated
711,onc_0711,2332,1020,729.5,heated
712,onc_0712,2464,964,670,heated
713,onc_0713,2042,1153,843,heated
714,onc_0714,1520,1445,1141,heated
715,onc_0715,2185,1156,747.5,heated
716,onc_0716,2479,938,690.5,heated
717,onc_0717,2298,977,647.5,heated
718,onc_0718,2605,1266,993,heated
719,onc_0719,2299,975,671,heated
720,onc_0720,2556,939.5,641.5,heated
721,onc_0721,1813,1349,866,heated
722,onc_0722,3387,1040,683.5,heated
723,onc_0723,2592,1265,1091,heated
724,onc_0724,2950,883,593,heated
725,onc_0725,1934,1476,946,heated
726,onc_0726,3266,1060,956.5,heated
727,onc_0727,1782,1267,919.5,heated
728,onc_0728,2609,948,668.5,heated
729,onc_0729,2419,981.5,736,heated
730,onc_0730,2311,1383,998.5,heated
731,onc_0731,2877,1134,976.5,heated
732,onc_0732,3571,1073,760,heated
733,onc_0733,3292,962.5,961.5,unheated
734,onc_0734,1959,1322,950.5,heated
735,onc_0735,1896,1266,826.5,heated
736,onc_0736,3733,1000.5,694.5,heated
737,onc_0737,2386,1374,984,heated
738,onc_0738,2235,1445,1092,heated
739,onc_0739,4270,934.5,655.5,heated
740,onc_0740,2532,1317,955.5,heated
741,onc_0741,2460,941,620.5,heated
742,onc_0742,1694,1257,813.5,heated
743,onc_0743,1911,1301,1063,heated
744,onc_0744,2177,1477,1113,heated
745,onc_0745,1926,1367,930,heated
746,onc_0746,1762,1123,728,heated
747,onc_0747,1344,1458,951.5,heated
748,onc_0748,3059,903.5,773.5,heated
749,onc_0749,3297,962,958.5,unheated
750,onc_0750,2019,1160,819.5,heated
751,onc_0751,1868,1278,1080,heated
752,onc_0752,2659,1265,1001.5,heated
753,onc_0753,4191,955.5,679,heated
754,onc_0754,2531,929,733,heated
755,onc_0755,2422,1366,1101,heated
756,onc_0756,2601,1244,1094,heated
757,onc_0757,1914,1382,885,heated
758,onc_0758,2142,1168,827,heated
759,onc_0759,3571,1021.5,688.5,heated
760,onc_0760,4006,978,709,heated
761,onc_0761,2496,1152,743.5,heated
762,onc_0762,1820,1316,1308,unheated
763,onc_0763,2746,905,612,heated
764,onc_0764,3595,951.5,795,heated
765,onc_0765,1329,1450,1005.5,heated
766,onc_0766,3801,905,802,heated
767,onc_0767,3845,967,752,heated
768,onc_0768,3102,1129,733,heated
769,onc_0769,2388,1363,1154,heated
770,onc_0770,3852,904,852,unheated
771,onc_0771,3799,969.5,747,heated
772,onc_0772,2983,907.5,781,heated
773,onc_0773,1607,1224,1032,heated
774,onc_0774,3098,886,609.5,heated
775,onc_0775,2176,1362,873.5,heated
776,onc_0776,2515,1313,959,heated
777,onc_0777,2258,1124,1081,unheated
778,onc_0778,4039,968.5,725,heated
779,onc_0779,2569,938.5,657,heated
780,onc_0780,2752,1219,1023,heated
781,onc_0781,2192,1448,1330,heated
782,onc_0782,2581,1323,1224,heated
783,onc_0783,1819,1260,853,heated
784,onc_0784,2365,1400,987,heated
785,onc_0785,4313,913.5,652.5,heated
786,onc_0786,2276,1390,959,heated
787,onc_0787,1292,1477,1059,heated
788,onc_0788,2290,1092,1006.5,unheated
789,onc_0789,1699,1112,802.5,heated
790,onc_0790,2592,1292,1012.5,heated
791,onc_0791,2573,1259,885.5,heated
792,onc_0792,2263,1165,1118,unheated
793,onc_0793,3633,978,810,heated
794,onc_0794,2211,1134,1060,unheated
795,onc_0795,3049,896,638.5,heated
796,onc_0796,4311,913,665,heated
797,onc_0797,2358,1188,780,heated
798,onc_0798,1963,1336,871.5,heated
799,onc_0799,3024,1160,794.5,heated
800,onc_0800,1452,1342,896,heated
801,onc_0801,1631,1301,841,heated
802,onc_0802,1837,1193,769.5,heated
803,onc_0803,1877,1114,726,heated
804,onc_0804,2414,1145,976.5,heated
805,onc_0805,2260,1424,996.5,heated
806,onc_0806,2801,1041,1032,unheated
807,onc_0807,2917,912,651.5,heated
808,onc_0808,2708,1258,917,heated
809,onc_0809,2156,1380,1327,unheated
810,onc_0810,2275,1278,819,heated
811,onc_0811,1490,1243,882.5,heated
812,onc_0812,2282,1138,764,heated
813,onc_0813,2929,1105,1092,unheated
814,onc_0814,2631,925.5,627.5,heated
815,onc_0815,2066,1402,916.5,heated
816,onc_0816,2157,1013.5,825.5,heated
817,onc_0817,2055,1101,726,heated
818,onc_0818,1561,1291,835.5,heated
819,onc_0819,2771,1182,1089,unheated
820,onc_0820,2034,1239,1236,unheated
821,onc_0821,3608,1023,777.5,heated
822,onc_0822,1752,1114,811.5,heated
823,onc_0823,1496,1448,1138,heated
824,onc_0824,1730,1291,940.5,heated
825,onc_0825,2239,1113,731.5,heated
826,onc_0826,2244,1206,830,heated
827,onc_0827,1411,1458,1120,heated
828,onc_0828,1933,997.5,743.5,heated
829,onc_0829,1556,1385,1171,heated
830,onc_0830,2675,1289,900.5,heated
831,onc_0831,1530,1346,881.5,heated
832,onc_0832,2086,1302,844.5,heated
833,onc_0833,3738,1030,784,heated
834,onc_0834,1212,1432,944,heated
835,onc_0835,2644,1027,969.5,unheated
836,onc_0836,2598,1283,1031,heated
837,onc_0837,1992,1213,1137,unheated
838,onc_0838,1833,1287,960.5,heated
839,onc_0839,1875,1160,764.5,heated
840,onc_0840,2564,1316,859.5,heated
841,onc_0841,1692,1356,1271,unheated
842,onc_0842,1317,1474,960.5,heated
843,onc_0843,1635,1463,1462,unheated
844,onc_0844,2310,1171,752.5,heated
845,onc_0845,2426,1063,975.5,unheated
846,onc_0846,3249,1048,889.5,heated
847,onc_0847,1433,1424,1080,heated
848,onc_0848,1586,1334,955.5,heated
849,onc_0849,2057,1329,860,heated
850,onc_0850,2905,1122,853.5,heated
851,onc_0851,3838,908,808,heated
852,onc_0852,3354,1081,824,heated
853,onc_0853,2357,1020,670.5,heated
854,onc_0854,2454,1007,674,heated
855,onc_0855,2303,1193,774,heated
856,onc_0856,1453,1445,1230,heated
857,onc_0857,1961,1247,1172,unheated
858,onc_0858,1832,1266,987.5,heated
859,onc_0859,1904,1206,924,heated
860,onc_0860,1958,1261,947.5,heated
861,onc_0861,1594,1353,1112,heated
862,onc_0862,2373,966,691,heated
863,onc_0863,2008,1377,1377,unheated
864,onc_0864,2742,1037,993,unheated
865,onc_0865,3665,998,810,heated
866,onc_0866,1498,1457,1414,unheated
867,onc_0867,2546,1309,888,heated
868,onc_0868,1858,1071,717,heated
869,onc_0869,1867,1227,811.5,heated
870,onc_0870,2387,1152,1150,unheated
871,onc_0871,2833,1205,881.5,heated
872,onc_0872,2617,1286,914.5,heated
873,onc_0873,1830,1341,875,heated
874,onc_0874,2363,1400,1076,heated
875,onc_0875,3360,1022.5,941,unheated
876,onc_0876,2974,896.5,746,heated
877,onc_0877,2098,1023.5,835.5,heated
878,onc_0878,3265,1023.5,947.5,unheated
879,onc_0879,1830,1250,883.5,heated
880,onc_0880,1838,1239,852,heated
881,onc_0881,1491,1363,999.5,heated
882,onc_0882,3853,1001,718.5,heated
883,onc_0883,1503,1375,1096,heated
884,onc_0884,2599,954.5,670,heated
885,onc_0885,2022,1263,1182,unheated
886,onc_0886,2211,1083,723.5,heated
887,onc_0887,2452,1066,979.5,unheated
888,onc_0888,1534,1395,1359,unheated
889,onc_0889,3220,1036,974,unheated
890,onc_0890,1948,1128,934,heated
891,onc_0891,2183,1440,1281,heated
892,onc_0892,3200,1076,701,heated
893,onc_0893,1438,1415,962.5,heated
894,onc_0894,1324,1457,969,heated
895,onc_0895,1916,1475,951,heated
896,onc_0896,1592,1329,967.5,heated
897,onc_0897,1789,1037,825.5,heated
898,onc_0898,1742,1493,979,heated
899,onc_0899,2112,1015.5,669,heated
900,onc_0900,2141,1189,998,heated
901,onc_0901,3047,1104,958,heated
902,onc_0902,1721,1112,738.5,heated
903,onc_0903,2311,1227,821.5,heated
904,onc_0904,2204,1432,913,heated
905,onc_0905,4300,901,645.5,heated
906,onc_0906,1810,1385,894,heated
907,onc_0907,2396,974.5,658.5,heated
908,onc_0908,3879,904,873.5,unheated
909,onc_0909,1700,1377,1286,unheated
910,onc_0910,1903,1274,1263,unheated
911,onc_0911,1895,1229,1181,unheated
912,onc_0912,1947,1466,954,heated
913,onc_0913,4205,971.5,699,heated
914,onc_0914,2897,897.5,601.5,heated
915,onc_0915,3458,1062,792,heated
916,onc_0916,1965,1026,726,heated
917,onc_0917,3795,991,696,heated
918,onc_0918,4248,903.5,711,heated
919,onc_0919,2148,1193,934.5,heated
920,onc_0920,2013,1183,824,heated
921,onc_0921,1947,1313,939.5,heated
922,onc_0922,2194,991,656.5,heated
923,onc_0923,1571,1203,879,heated
924,onc_0924,1714,1303,986.5,heated
925,onc_0925,1985,1380,959,heated
926,onc_0926,2765,913.5,635.5,heated
927,onc_0927,2414,982.5,687.5,heated
928,onc_0928,3433,1063,885,heated
929,onc_0929,2027,1166,865,heated
930,onc_0930,2224,993.5,809.5,heated
931,onc_0931,2499,1273,1191,unheated
932,onc_0932,1843,1280,1141,heated
933,onc_0933,1796,1253,914,heated
934,onc_0934,1803,1106,816.5,heated
935,onc_0935,1369,1417,992,heated
936,onc_0936,2906,1087,941,heated
937,onc_0937,2751,1248,818.5,heated
938,onc_0938,2648,918,619.5,heated
939,onc_0939,1834,1221,786,heated
940,onc_0940,3346,886.5,786,heated
941,onc_0941,2142,1104,780.5,heated
942,onc_0942,1918,1273,1004,heated
943,onc_0943,1548,1366,1022.5,heated
944,onc_0944,3454,977,941.5,unheated
945,onc_0945,1804,1287,917.5,heated
946,onc_0946,1540,1333,894.5,heated
947,onc_0947,1548,1386,1358,unheated
948,onc_0948,2667,1236,827.5,heated
949,onc_0949,1603,1207,815,heated
950,onc_0950,1834,1326,855,heated
951,onc_0951,1904,1291,1086,heated
952,onc_0952,3180,1083,882,heated
953,onc_0953,1819,1073,721,heated
954,onc_0954,2262,1194,812.5,heated
955,onc_0955,3502,1076,699,heated
956,onc_0956,1641,1154,870.5,heated
957,onc_0957,3494,1073,744,heated
958,onc_0958,1565,1321,886,heated
959,onc_0959,1741,1096,853,heated
960,onc_0960,1424,1425,995,heated
961,onc_0961,1786,1459,1016.5,heated
962,onc_0962,2148,1064,704,heated
963,onc_0963,3434,1132,766.5,heated
964,onc_0964,3397,903,886,unheated
965,onc_0965,2567,1021,738.5,heated
966,onc_0966,2307,1219,786,heated
967,onc_0967,1846,1457,1011,heated
968,onc_0968,1527,1445,1190,heated
969,onc_0969,2833,1163,800.5,heated
970,onc_0970,4041,952.5,699.5,heated
971,onc_0971,2099,1257,1158,heated
972,onc_0972,2551,937,646,heated
973,onc_0973,1908,1086,722,heated
974,onc_0974,1303,1464,1035,heated
975,onc_0975,1862,1141,778,heated
976,onc_0976,3144,896,786.5,heated
977,onc_0977,3288,1033,1025,unheated
978,onc_0978,1979,1031,676.5,heated
979,onc_0979,1949,1155,757.5,heated
980,onc_0980,2158,1001.5,664.5,heated
981,onc_0981,2897,1228,884,heated
982,onc_0982,3687,946.5,943.5,unheated
983,onc_0983,1507,1129,906,heated
984,onc_0984,1883,1071,696,heated
985,onc_0985,2177,1461,942.5,heated
986,onc_0986,2798,906,662.5,heated
987,onc_0987,1648,1071,786,heated
988,onc_0988,1656,1314,928.5,heated
989,onc_0989,2862,900,597,heated
990,onc_0990,1987,1209,1167,unheated
991,onc_0991,2195,1278,854,heated
992,onc_0992,2407,1356,1148,heated
993,onc_0993,1628,1192,822.5,heated
994,onc_0994,3044,1111,959.5,heated
995,onc_0995,1872,1250,1196,unheated
996,onc_0996,1407,1422,1086,heated
997,onc_0997,2437,1136,740.5,heated
998,onc_0998,1384,1449,957,heated
999,onc_0999,1723,1147,761,heated
1000,onc_1000,3716,1044,796.5,heated
