simulation_index,simulation_directory,time_to_onc,T_before_onc,T_after_onc,detection_node
478,onc_0478,3344,1097,667,heated
479,onc_0479,3923,1003,911,unheated
480,onc_0480,2378,1388,940,heated
481,onc_0481,2733,1205,1179,unheated
482,onc_0482,2362,1320,1229,unheated
483,onc_0483,3493,1094,711.5,heated
484,onc_0484,4413,938.5,676,heated
485,onc_0485,3989,970.5,606.5,heated
486,onc_0486,2917,1187,724.5,heated
487,onc_0487,2759,1267,857,heated
488,onc_0488,4029,964,603,heated
489,onc_0489,2331,1401,901.5,heated
490,onc_0490,4685,876,552.5,heated
491,onc_0491,2195,1465,979.5,heated
492,onc_0492,2415,1303,1126,heated
493,onc_0493,3043,1134,935.5,heated
494,onc_0494,4133,935,928.5,unheated
495,onc_0495,1968,1482,1255,heated
496,onc_0496,2842,1232,839.5,heated
497,onc_0497,2886,1241,844,heated
498,onc_0498,3356,1107,718,heated
499,onc_0499,2327,1384,785,heated
500,onc_0500,2312,1343,1283,unheated
501,onc_0501,2767,1230,733.5,heated
502,onc_0502,2778,1298,1229,unheated
503,onc_0503,2236,1427,810.5,heated
504,onc_0504,2554,1293,760,heated
505,onc_0505,4307,923,571,heated
506,onc_0506,2236,1414,1019.5,heated
507,onc_0507,2243,1405,1096,heated
508,onc_0508,2486,1385,1343,unheated
509,onc_0509,2116,1414,1252,heated
510,onc_0510,2778,1244,779,heated
511,onc_0511,2440,1306,991,heated
512,onc_0512,2155,1404,1354,unheated
513,onc_0513,4842,880.5,804.5,unheated
514,onc_0514,3711,1058,671.5,heated
515,onc_0515,4505,915.5,826.5,unheated
516,onc_0516,3679,1056,696.5,heated
517,onc_0517,3343,1058,1057,unheated
518,onc_0518,2439,1328,938,heated
519,onc_0519,2202,1447,872.5,heated
520,onc_0520,2611,1318,911.5,heated
521,onc_0521,2762,1194,1084,heated
522,onc_0522,3643,1069,955,heated
523,onc_0523,2719,1237,735,heated
524,onc_0524,3969,955.5,624,heated
525,onc_0525,2955,1185,723.5,heated
526,onc_0526,2232,1404,1101,heated
527,onc_0527,4185,926,875,unheated
528,onc_0528,4462,898,617,heated
529,onc_0529,2865,1237,748.5,heated
530,onc_0530,3341,1097,656,heated
531,onc_0531,2652,1295,877.5,heated
532,onc_0532,2661,1238,715,heated
533,onc_0533,2119,1497,971,heated
534,onc_0534,2684,1285,852.5,heated
535,onc_0535,3991,967,659,heated
536,onc_0536,3955,974,619,heated
537,onc_0537,3384,1088,666,heated
538,onc_0538,4119,962,803.5,heated
539,onc_0539,2531,1391,1273,heated
540,onc_0540,4055,950,593.5,heated
541,onc_0541,2666,1236,717.5,heated
542,onc_0542,4246,926,587.5,heated
543,onc_0543,2597,1247,726.5,heated
544,onc_0544,2829,1240,865,heated
545,onc_0545,3188,1131,667.5,heated
546,onc_0546,4362,909.5,605,heated
547,onc_0547,3847,974.5,788.5,heated
548,onc_0548,3233,1112,671.5,heated
549,onc_0549,2332,1422,888,heated
550,onc_0550,2412,1276,1228,unheated
551,onc_0551,3974,949.5,640.5,heated
552,onc_0552,3329,1112,720,heated
553,onc_0553,2985,1132,1118,unheated
554,onc_0554,3549,1070,742.5,heated
555,onc_0555,2930,1170,688,heated
556,onc_0556,2263,1419,818,heated
557,onc_0557,3437,1081,672,heated
558,onc_0558,2446,1306,1100,heated
559,onc_0559,2649,1295,877,heated
560,onc_0560,3922,1002.5,715.5,heated
561,onc_0561,3998,973.5,664,heated
562,onc_0562,2426,1361,851,heated
563,onc_0563,2831,1178,1002.5,heated
564,onc_0564,2823,1183,866,heated
565,onc_0565,4193,929.5,612,heated
566,onc_0566,2292,1411,875,heated
567,onc_0567,2803,1231,984,heated
568,onc_0568,3180,1139,721,heated
569,onc_0569,3240,1123,680,heated
570,onc_0570,3995,968.5,600.5,heated
571,onc_0571,2501,1323,960,heated
572,onc_0572,4019,958.5,598,heated
573,onc_0573,3013,1129,883.5,heated
574,onc_0574,2420,1305,745,heated
575,onc_0575,2938,1188,852.5,heated
576,onc_0576,3880,996.5,624.5,heated
577,onc_0577,2163,1471,996.5,heated
578,onc_0578,2342,1378,791,heated
579,onc_0579,2145,1464,872,heated
580,onc_0580,2336,1374,791,heated
581,onc_0581,2151,1464,1036,heated
582,onc_0582,2150,1419,1146,heated
583,onc_0583,2333,1396,874.5,heated
584,onc_0584,2405,1391,828.5,heated
585,onc_0585,2633,1326,1158,heated
586,onc_0586,3437,1042,791.5,heated
587,onc_0587,2739,1213,702.5,heated
588,onc_0588,3043,1189,773.5,heated
589,onc_0589,3264,1132,769.5,heated
590,onc_0590,3617,1033,645.5,heated
591,onc_0591,3168,1088,1032,unheated
592,onc_0592,2386,1337,1082,heated
593,onc_0593,2979,1193,836.5,heated
594,onc_0594,3707,1018,966,unheated
595,onc_0595,2583,1295,833,heated
596,onc_0596,2880,1175,684.5,heated
597,onc_0597,2500,1314,915,heated
598,onc_0598,5008,872,651,heated
599,onc_0599,3247,1134,787.5,heated
600,onc_0600,4594,909.5,679,heated
601,onc_0601,4203,949.5,880,unheated
602,onc_0602,3785,1027,629.5,heated
603,onc_0603,2221,1441,832.5,heated
604,onc_0604,2759,1213,1000,heated
605,onc_0605,2547,1276,1055,heated
606,onc_0606,2121,1470,822.5,heated
607,onc_0607,2277,1350,1186,heated
608,onc_0608,4132,963.5,594,heated
609,onc_0609,3625,1069,681,heated
610,onc_0610,3774,995.5,766,heated
611,onc_0611,3897,1000,680,heated
612,onc_0612,4545,888,583,heated
613,onc_0613,4115,964.5,714,heated
614,onc_0614,2210,1452,1184,heated
615,onc_0615,2750,1207,954.5,heated
616,onc_0616,2140,1468,860.5,heated
617,onc_0617,2434,1338,766,heated
618,onc_0618,2242,1441,893.5,heated
619,onc_0619,2343,1369,777.5,heated
620,onc_0620,3201,1124,702,heated
621,onc_0621,2740,1214,951.5,heated
622,onc_0622,2177,1471,968,heated
623,onc_0623,3954,949.5,752,heated
624,onc_0624,2728,1217,1010.5,heated
625,onc_0625,3563,1086,687.5,heated
626,onc_0626,3272,1119,745.5,heated
627,onc_0627,4124,986,681.5,heated
628,onc_0628,4728,898,662,heated
629,onc_0629,2196,1454,915,heated
630,onc_0630,2950,1226,769.5,heated
631,onc_0631,2489,1349,837,heated
632,onc_0632,3460,1082,712,heated
633,onc_0633,2986,1146,846,heated
634,onc_0634,2270,1334,1299,unheated
635,onc_0635,3211,1176,1067,heated
636,onc_0636,4324,919,814.5,heated
637,onc_0637,2611,1233,1068,heated
638,onc_0638,2226,1401,1033,heated
639,onc_0639,3216,1070,943,heated
640,onc_0640,2849,1248,759.5,heated
641,onc_0641,3480,1071,643,heated
642,onc_0642,3413,1087,659,heated
643,onc_0643,2561,1250,1144,heated
644,onc_0644,3237,1127,673.5,heated
645,onc_0645,2296,1441,843.5,heated
646,onc_0646,2549,1258,1219,unheated
647,onc_0647,3806,999.5,627,heated
648,onc_0648,2426,1426,1294,heated
649,onc_0649,2438,1342,765.5,heated
650,onc_0650,2405,1351,770,heated
651,onc_0651,3558,1063,634.5,heated
652,onc_0652,2310,1417,1130,heated
653,onc_0653,3069,1151,704,heated
654,onc_0654,3005,1123,1061,unheated
655,onc_0655,2558,1311,881,heated
656,onc_0656,2154,1485,979.5,heated
657,onc_0657,3118,1158,766.5,heated
658,onc_0658,4261,915,616.5,heated
659,onc_0659,2131,1480,935,heated
660,onc_0660,3747,1059,654.5,heated
661,onc_0661,2092,1491,952,heated
662,onc_0662,4210,932.5,601,heated
663,onc_0663,3054,1165,737.5,heated
664,onc_0664,3169,1143,742,heated
665,onc_0665,2180,1452,812.5,heated
666,onc_0666,3451,1049,779,heated
667,onc_0667,3202,1147,750.5,heated
668,onc_0668,3420,1082,702,heated
669,onc_0669,2212,1473,921.5,heated
670,onc_0670,3566,1052,692,heated
671,onc_0671,2536,1250,956,heated
672,onc_0672,2318,1356,1094,heated
673,onc_0673,2853,1233,866,heated
674,onc_0674,2702,1278,822,heated
675,onc_0675,2272,1415,875.5,heated
676,onc_0676,3692,1025,620,heated
677,onc_0677,3471,1073,706.5,heated
678,onc_0678,3438,1094,790,heated
679,onc_0679,3152,1151,736.5,heated
680,onc_0680,2402,1296,1214,unheated
681,onc_0681,2924,1161,899,heated
682,onc_0682,2739,1213,1042,heated
683,onc_0683,3432,1102,762.5,heated
684,onc_0684,3664,1039,692.5,heated
685,onc_0685,4333,910,592,heated
686,onc_0686,2287,1380,992.5,heated
687,onc_0687,2572,1254,727,heated
688,onc_0688,2652,1235,722.5,heated
689,onc_0689,3204,1067,861,heated
690,onc_0690,2286,1415,840.5,heated
691,onc_0691,2338,1394,866,heated
692,onc_0692,3198,1145,835.5,heated
693,onc_0693,4021,963,599,heated
694,onc_0694,2550,1264,1164,heated
695,onc_0695,2148,1462,892,heated
696,onc_0696,3448,1086,643,heated
697,onc_0697,2316,1395,787,heated
698,onc_0698,2496,1279,732,heated
699,onc_0699,2818,1160,1100,unheated
700,onc_0700,4392,913.5,569,heated
701,onc_0701,3674,1040,755,heated
702,onc_0702,3211,1153,768.5,heated
703,onc_0703,2247,1421,1065,heated
704,onc_0704,4399,902.5,574,heated
705,onc_0705,3718,989,796.5,heated
706,onc_0706,2755,1231,730.5,heated
707,onc_0707,2751,1264,795,heated
708,onc_0708,2552,1295,755.5,heated
709,onc_0709,2636,1259,750.5,heated
710,onc_0710,2589,1273,909,heated
711,onc_0711,3737,1019.5,684.5,heated
712,onc_0712,3918,964,626.5,heated
713,onc_0713,3238,1153,788,heated
714,onc_0714,2180,1445,1062,heated
715,onc_0715,3035,1156,680,heated
716,onc_0716,4506,937.5,656,heated
717,onc_0717,4040,976.5,601.5,heated
718,onc_0718,2610,1266,934.5,heated
719,onc_0719,3908,974.5,625,heated
720,onc_0720,4542,939,597.5,heated
721,onc_0721,2421,1349,770.5,heated
722,onc_0722,3593,1040,630.5,heated
723,onc_0723,2565,1265,1058,heated
724,onc_0724,4661,882.5,559.5,heated
725,onc_0725,2113,1476,830.5,heated
726,onc_0726,3292,1060,942,heated
727,onc_0727,2750,1266,850.5,heated
728,onc_0728,4015,947.5,628.5,heated
729,onc_0729,4025,981,700.5,heated
730,onc_0730,2432,1383,913.5,heated
731,onc_0731,3274,1134,949,heated
732,onc_0732,3461,1073,710,heated
733,onc_0733,3967,962,960.5,unheated
734,onc_0734,2539,1322,873,heated
735,onc_0735,2772,1265,745,heated
736,onc_0736,3746,1000,647.5,heated
737,onc_0737,2417,1373,899.5,heated
738,onc_0738,2117,1445,1006,heated
739,onc_0739,4134,934,614.5,heated
740,onc_0740,2607,1317,880.5,heated
741,onc_0741,4190,940.5,581,heated
742,onc_0742,2564,1257,731.5,heated
743,onc_0743,2507,1301,1006.5,heated
744,onc_0744,2022,1477,1022.5,heated
745,onc_0745,2396,1367,839,heated
746,onc_0746,3223,1123,664.5,heated
747,onc_0747,2177,1458,839.5,heated
748,onc_0748,4379,903,759,heated
749,onc_0749,4002,961.5,957,unheated
750,onc_0750,3194,1160,760,heated
751,onc_0751,2510,1278,1037,heated
752,onc_0752,2592,1265,944.5,heated
753,onc_0753,3915,955,638.5,heated
754,onc_0754,4178,929,707,heated
755,onc_0755,2361,1366,1034,heated
756,onc_0756,2626,1244,1066,heated
757,onc_0757,2303,1382,783.5,heated
758,onc_0758,3091,1168,767.5,heated
759,onc_0759,3670,1021.5,634.5,heated
760,onc_0760,4012,978,669,heated
761,onc_0761,3037,1152,676,heated
762,onc_0762,2275,1316,1304,unheated
763,onc_0763,4367,904.5,574,heated
764,onc_0764,3968,951.5,774.5,heated
765,onc_0765,2267,1450,906,heated
766,onc_0766,4523,904.5,789.5,heated
767,onc_0767,3900,967,721.5,heated
768,onc_0768,3228,1129,669,heated
769,onc_0769,2309,1363,1103,heated
770,onc_0770,4364,903.5,846.5,unheated
771,onc_0771,4043,969,715.5,heated
772,onc_0772,4184,907,764.5,heated
773,onc_0773,2725,1224,995.5,heated
774,onc_0774,4538,885.5,570.5,heated
775,onc_0775,2532,1362,775.5,heated
776,onc_0776,2616,1312,885,heated
777,onc_0777,3015,1124,1072,unheated
778,onc_0778,4059,968,690.5,heated
779,onc_0779,4097,938.5,615.5,heated
780,onc_0780,2932,1219,988,heated
781,onc_0781,2356,1448,1298,heated
782,onc_0782,2390,1323,1200,heated
783,onc_0783,2718,1260,774,heated
784,onc_0784,2326,1400,895.5,heated
785,onc_0785,4684,913,615.5,heated
786,onc_0786,2323,1390,867.5,heated
787,onc_0787,2168,1477,959,heated
788,onc_0788,3085,1092,993,unheated
789,onc_0789,3302,1112,750,heated
790,onc_0790,2525,1292,950.5,heated
791,onc_0791,2802,1259,812.5,heated
792,onc_0792,2832,1165,1108,unheated
793,onc_0793,4059,977.5,785.5,heated
794,onc_0794,2916,1134,1047,unheated
795,onc_0795,4430,895.5,603,heated
796,onc_0796,4390,912.5,631.5,heated
797,onc_0797,2949,1188,709,heated
798,onc_0798,2422,1336,779.5,heated
799,onc_0799,3100,1160,729,heated
800,onc_0800,2464,1342,809.5,heated
801,onc_0801,2539,1300,753,heated
802,onc_0802,2829,1193,696.5,heated
803,onc_0803,3257,1113,664,heated
804,onc_0804,3029,1145,948.5,heated
805,onc_0805,2287,1424,903,heated
806,onc_0806,3448,1041,1030,unheated
807,onc_0807,4319,912,614.5,heated
808,onc_0808,2775,1258,849.5,heated
809,onc_0809,2142,1380,1311,unheated
810,onc_0810,2509,1277,732,heated
811,onc_0811,2831,1243,813,heated
812,onc_0812,3121,1138,702.5,heated
813,onc_0813,3093,1105,1088,unheated
814,onc_0814,4258,925,588,heated
815,onc_0815,2313,1401,816,heated
816,onc_0816,3582,1013.5,796.5,heated
817,onc_0817,3327,1101,666,heated
818,onc_0818,2563,1291,748.5,heated
819,onc_0819,2758,1182,1071,heated
820,onc_0820,2559,1239,1237,unheated
821,onc_0821,3782,1022.5,740.5,heated
822,onc_0822,3320,1114,760,heated
823,onc_0823,2311,1448,1058,heated
824,onc_0824,2672,1291,869,heated
825,onc_0825,3256,1113,671,heated
826,onc_0826,2915,1206,760.5,heated
827,onc_0827,2156,1458,1035,heated
828,onc_0828,3920,997,706.5,heated
829,onc_0829,2231,1385,1116,heated
830,onc_0830,2678,1289,824.5,heated
831,onc_0831,2406,1346,789.5,heated
832,onc_0832,2683,1301,757,heated
833,onc_0833,3916,1030,746,heated
834,onc_0834,2226,1431,838.5,heated
835,onc_0835,3598,1027,961,unheated
836,onc_0836,2609,1283,974.5,heated
