simulation_index,simulation_directory,time_to_onc,T_before_onc,T_after_onc,detection_node
774,onc_0774,3401,886.5,734,heated
775,onc_0775,1988,1362,1084,heated
776,onc_0776,2100,1313,1090,heated
777,onc_0777,2682,1124,1077,unheated
778,onc_0778,3972,968.5,818,heated
779,onc_0779,3668,939,779.5,heated
780,onc_0780,2345,1219,1076,heated
781,onc_0781,1819,1448,1343,heated
782,onc_0782,1825,1323,1233,unheated
783,onc_0783,2085,1260,1020.5,heated
784,onc_0784,1883,1400,1146,heated
785,onc_0785,3348,913.5,764.5,heated
786,onc_0786,1911,1390,1131,heated
787,onc_0787,1721,1477,1216,heated
788,onc_0788,2820,1092,1016,unheated
789,onc_0789,2330,1112,923,heated
790,onc_0790,2150,1292,1103,heated
791,onc_0791,2030,1259,1033,heated
792,onc_0792,2483,1165,1114,unheated
793,onc_0793,3205,978,859.5,heated
794,onc_0794,2355,1134,1064,unheated
795,onc_0795,3479,896,750,heated
796,onc_0796,3663,913,765,heated
797,onc_0797,2217,1188,956,heated
798,onc_0798,2357,1336,1069,heated
799,onc_0799,2748,1160,945,heated
800,onc_0800,1886,1342,1082,heated
801,onc_0801,2143,1301,1039,heated
802,onc_0802,2219,1193,956,heated
803,onc_0803,2146,1114,901.5,heated
804,onc_0804,2298,1146,1019,heated
805,onc_0805,1798,1424,1164,heated
806,onc_0806,2897,1041,1026,unheated
807,onc_0807,3410,912.5,763.5,heated
808,onc_0808,2303,1258,1045,heated
809,onc_0809,1754,1380,1323,unheated
810,onc_0810,2289,1278,1018.5,heated
811,onc_0811,2396,1243,1023.5,heated
812,onc_0812,2372,1138,928.5,heated
813,onc_0813,2791,1105,1086,unheated
814,onc_0814,3257,925.5,763,heated
815,onc_0815,1803,1402,1121,heated
816,onc_0816,2895,1014,883.5,heated
817,onc_0817,2855,1101,894,heated
818,onc_0818,2220,1291,1032,heated
819,onc_0819,2453,1182,1099,unheated
820,onc_0820,2292,1239,1236,unheated
821,onc_0821,2999,1023,867.5,heated
822,onc_0822,2194,1115,928,heated
823,onc_0823,1774,1448,1236,heated
824,onc_0824,2105,1291,1072,heated
825,onc_0825,2500,1113,899,heated
826,onc_0826,2469,1206,983,heated
827,onc_0827,1684,1459,1233,heated
828,onc_0828,2802,997.5,840.5,heated
829,onc_0829,2002,1385,1225,heated
830,onc_0830,1954,1289,1055,heated
831,onc_0831,2096,1346,1084,heated
832,onc_0832,1946,1302,1041,heated
833,onc_0833,2747,1030,873.5,heated
834,onc_0834,1857,1432,1153,heated
835,onc_0835,2937,1027,971,unheated
836,onc_0836,2184,1283,1107,heated
837,onc_0837,2164,1213,1141,unheated
838,onc_0838,1902,1287,1078,heated
839,onc_0839,2830,1160,940,heated
840,onc_0840,2404,1316,1054,heated
841,onc_0841,1778,1356,1276,unheated
842,onc_0842,1682,1474,1177,heated
843,onc_0843,1822,1463,1462,unheated
844,onc_0844,2415,1171,942.5,heated
845,onc_0845,2859,1063,986.5,unheated
846,onc_0846,2953,1048,931.5,heated
847,onc_0847,1752,1424,1198,heated
848,onc_0848,1792,1334,1100,heated
849,onc_0849,1951,1329,1061,heated
850,onc_0850,2292,1122,949.5,heated
851,onc_0851,3291,908.5,829,unheated
852,onc_0852,2950,1082,916.5,heated
853,onc_0853,2569,1020,830,heated
854,onc_0854,2676,1007.5,824,heated
855,onc_0855,2679,1193,957,heated
856,onc_0856,1552,1445,1283,heated
857,onc_0857,2053,1247,1175,unheated
858,onc_0858,2284,1266,1079,heated
859,onc_0859,2538,1206,1022,heated
860,onc_0860,2604,1261,1059,heated
861,onc_0861,1930,1353,1179,heated
862,onc_0862,4262,966,803,heated
863,onc_0863,1923,1377,1377,unheated
864,onc_0864,2923,1037,990.5,unheated
865,onc_0865,3407,998,869,heated
866,onc_0866,1753,1457,1407,unheated
867,onc_0867,2200,1309,1060,heated
868,onc_0868,3014,1071,873.5,heated
869,onc_0869,2302,1227,994,heated
870,onc_0870,2571,1152,1150,unheated
871,onc_0871,2455,1205,1003.5,heated
872,onc_0872,2253,1286,1058,heated
873,onc_0873,1895,1341,1073,heated
874,onc_0874,1670,1400,1185,heated
875,onc_0875,2985,1023,951,unheated
876,onc_0876,3878,897,791,heated
877,onc_0877,2840,1023.5,893,heated
878,onc_0878,2962,1023.5,955.5,unheated
879,onc_0879,2112,1250,1028,heated
880,onc_0880,2277,1239,1009,heated
881,onc_0881,2125,1363,1133,heated
882,onc_0882,2793,1001,832,heated
883,onc_0883,1992,1375,1182,heated
884,onc_0884,3612,954.5,793,heated
885,onc_0885,2003,1263,1187,unheated
886,onc_0886,3004,1083,882,heated
887,onc_0887,2900,1067,990,unheated
888,onc_0888,1706,1395,1353,unheated
889,onc_0889,3178,1036,976.5,unheated
890,onc_0890,2289,1128,988.5,heated
891,onc_0891,1585,1440,1311,heated
892,onc_0892,2484,1076,871.5,heated
893,onc_0893,1918,1415,1144,heated
894,onc_0894,1781,1457,1176,heated
895,onc_0895,1617,1475,1172,heated
896,onc_0896,1804,1329,1102,heated
897,onc_0897,2912,1037,895,heated
898,onc_0898,1644,1493,1194,heated
899,onc_0899,3015,1015.5,827,heated
900,onc_0900,2457,1189,1048,heated
901,onc_0901,2435,1104,992.5,heated
902,onc_0902,2752,1112,903.5,heated
903,onc_0903,2313,1227,995,heated
904,onc_0904,1786,1433,1137,heated
905,onc_0905,3338,901.5,755.5,heated
906,onc_0906,1846,1385,1103,heated
907,onc_0907,3270,974.5,799.5,heated
908,onc_0908,3534,904,869.5,unheated
909,onc_0909,1737,1377,1292,unheated
910,onc_0910,2167,1274,1257,unheated
911,onc_0911,2076,1230,1177,unheated
912,onc_0912,1982,1466,1169,heated
913,onc_0913,3701,972,809,heated
914,onc_0914,3476,898,740,heated
915,onc_0915,2612,1062,893.5,heated
916,onc_0916,3285,1027,848.5,heated
917,onc_0917,2849,991,818.5,heated
918,onc_0918,3723,903.5,779.5,heated
919,onc_0919,1993,1193,1020.5,heated
920,onc_0920,2525,1183,969,heated
921,onc_0921,1830,1313,1083,heated
922,onc_0922,2861,991,809.5,heated
923,onc_0923,2440,1203,1001,heated
924,onc_0924,1846,1303,1097,heated
925,onc_0925,1773,1380,1126,heated
926,onc_0926,3281,913.5,758,heated
927,onc_0927,2813,982.5,810.5,heated
928,onc_0928,2874,1063,936,heated
929,onc_0929,2635,1166,977,heated
930,onc_0930,3072,993.5,866.5,heated
931,onc_0931,1965,1273,1196,unheated
932,onc_0932,1915,1280,1166,heated
933,onc_0933,1904,1253,1041,heated
934,onc_0934,2428,1106,926,heated
935,onc_0935,1658,1417,1159,heated
936,onc_0936,2647,1087,976,heated
937,onc_0937,2073,1248,1002,heated
938,onc_0938,3655,918,756,heated
939,onc_0939,2197,1221,977,heated
940,onc_0940,3585,886.5,808.5,unheated
941,onc_0941,2431,1104,911,heated
942,onc_0942,2223,1273,1090,heated
943,onc_0943,1683,1366,1145,heated
944,onc_0944,3070,977,937.5,unheated
945,onc_0945,2168,1287,1060,heated
946,onc_0946,1896,1333,1076,heated
947,onc_0947,1774,1386,1351,unheated
948,onc_0948,2158,1236,1004,heated
949,onc_0949,2421,1207,978.5,heated
950,onc_0950,1996,1326,1058,heated
951,onc_0951,1827,1291,1138,heated
952,onc_0952,2484,1083,943,heated
953,onc_0953,2563,1073,872.5,heated
954,onc_0954,2348,1194,969.5,heated
955,onc_0955,2635,1076,871.5,heated
956,onc_0956,2461,1154,973,heated
957,onc_0957,3308,1073,880,heated
958,onc_0958,1875,1321,1067,heated
959,onc_0959,2298,1096,936.5,heated
960,onc_0960,1821,1425,1163,heated
961,onc_0961,1851,1459,1190,heated
962,onc_0962,2483,1064,866,heated
963,onc_0963,2390,1132,925,heated
964,onc_0964,3414,903.5,880,unheated
965,onc_0965,3182,1021,850.5,heated
966,onc_0966,2147,1219,976,heated
967,onc_0967,1658,1457,1187,heated
968,onc_0968,1854,1445,1260,heated
969,onc_0969,2214,1163,948.5,heated
970,onc_0970,3074,953,799.5,heated
971,onc_0971,2023,1257,1168,unheated
972,onc_0972,3051,937,774.5,heated
973,onc_0973,2656,1086,880,heated
974,onc_0974,1697,1464,1199,heated
975,onc_0975,2696,1141,929.5,heated
976,onc_0976,3678,896,812.5,unheated
977,onc_0977,3000,1033,1019,unheated
978,onc_0978,3068,1031,838.5,heated
979,onc_0979,2578,1155,934.5,heated
980,onc_0980,2847,1001.5,818,heated
981,onc_0981,1996,1228,1016.5,heated
982,onc_0982,3321,947,939,unheated
983,onc_0983,2281,1130,976,heated
984,onc_0984,2487,1071,867,heated
985,onc_0985,1669,1461,1162,heated
986,onc_0986,3436,906.5,760.5,heated
987,onc_0987,3169,1071,895.5,heated
988,onc_0988,1901,1314,1079,heated
989,onc_0989,3628,900,739.5,heated
990,onc_0990,2272,1209,1161,unheated
991,onc_0991,1929,1278,1037,heated
992,onc_0992,2097,1356,1201,heated
993,onc_0993,2559,1192,972.5,heated
994,onc_0994,2457,1111,996.5,heated
995,onc_0995,2145,1250,1193,unheated
996,onc_0996,1651,1422,1201,heated
997,onc_0997,3377,1136,914.5,heated
998,onc_0998,1682,1449,1160,heated
999,onc_0999,2348,1147,927,heated
1000,onc_1000,2603,1044,886.5,heated
